Time, Event, Position, Broken Parts, Spare Parts
22930754, Repair, -, 0, 2
22930790, Break, 2, 1, 1
22930808, Repair, -, 0, 2
22931063, Break, 1, 1, 1
22931076, Repair, -, 0, 2
22931210, Break, 0, 1, 1
22931227, Repair, -, 0, 2
22932339, Break, 1, 1, 1
22932354, Repair, -, 0, 2
22934914, Break, 0, 1, 1
22934933, Repair, -, 0, 2
22937094, Break, 0, 1, 1
22937113, Repair, -, 0, 2
22937630, Break, 0, 1, 1
22937648, Repair, -, 0, 2
22938701, Break, 2, 1, 1
22938714, Repair, -, 0, 2
22939273, Break, 2, 1, 1
22939285, Repair, -, 0, 2
22943863, Break, 0, 1, 1
22943883, Repair, -, 0, 2
22944869, Break, 1, 1, 1
22944884, Repair, -, 0, 2
22945536, Break, 0, 1, 1
22945547, Repair, -, 0, 2
22946149, Break, 2, 1, 1
22946162, Break, 1, 2, 0
22946165, Repair, -, 1, 1
22946179, Repair, -, 0, 2
22947241, Break, 0, 1, 1
22947254, Repair, -, 0, 2
22947452, Break, 0, 1, 1
22947466, Repair, -, 0, 2
22947555, Break, 0, 1, 1
22947566, Repair, -, 0, 2
22947655, Break, 2, 1, 1
22947673, Repair, -, 0, 2
22948871, Break, 2, 1, 1
22948887, Repair, -, 0, 2
22949010, Break, 1, 1, 1
22949021, Repair, -, 0, 2
22950817, Break, 0, 1, 1
22950834, Repair, -, 0, 2
22951769, Break, 0, 1, 1
22951779, Break, 2, 2, 0
22951784, Repair, -, 1, 1
22951795, Repair, -, 0, 2
22954587, Break, 2, 1, 1
22954603, Repair, -, 0, 2
22955039, Break, 0, 1, 1
22955052, Repair, -, 0, 2
22956087, Break, 0, 1, 1
22956101, Repair, -, 0, 2
22957855, Break, 0, 1, 1
22957871, Repair, -, 0, 2
22958458, Break, 2, 1, 1
22958473, Repair, -, 0, 2
22960683, Break, 2, 1, 1
22960700, Repair, -, 0, 2
22961346, Break, 2, 1, 1
22961359, Repair, -, 0, 2
22962142, Break, 1, 1, 1
22962157, Repair, -, 0, 2
22962941, Break, 2, 1, 1
22962961, Repair, -, 0, 2
22964903, Break, 1, 1, 1
22964919, Repair, -, 0, 2
22975284, Break, 1, 1, 1
22975304, Repair, -, 0, 2
22976128, Break, 0, 1, 1
22976146, Repair, -, 0, 2
22977062, Break, 1, 1, 1
22977074, Repair, -, 0, 2
22978367, Break, 0, 1, 1
22978379, Repair, -, 0, 2
22978977, Break, 2, 1, 1
22978992, Repair, -, 0, 2
22979157, Break, 1, 1, 1
22979174, Repair, -, 0, 2
22981290, Break, 0, 1, 1
22981304, Repair, -, 0, 2
22981850, Break, 1, 1, 1
22981865, Repair, -, 0, 2
22987389, Break, 1, 1, 1
22987401, Repair, -, 0, 2
22987698, Break, 1, 1, 1
22987716, Repair, -, 0, 2
22989692, Break, 1, 1, 1
22989708, Repair, -, 0, 2
22989747, Break, 0, 1, 1
22989758, Repair, -, 0, 2
22991307, Break, 2, 1, 1
22991325, Repair, -, 0, 2
22991372, Break, 2, 1, 1
22991388, Repair, -, 0, 2
22991568, Break, 0, 1, 1
22991586, Repair, -, 0, 2
22991690, Break, 0, 1, 1
22991706, Repair, -, 0, 2
22992223, Break, 1, 1, 1
22992243, Repair, -, 0, 2
22994741, Break, 1, 1, 1
22994757, Repair, -, 0, 2
22995690, Break, 2, 1, 1
22995705, Repair, -, 0, 2
22995824, Break, 1, 1, 1
22995836, Repair, -, 0, 2
22996915, Break, 1, 1, 1
22996928, Repair, -, 0, 2
22997973, Break, 1, 1, 1
22997984, Repair, -, 0, 2
22999268, Break, 0, 1, 1
22999284, Repair, -, 0, 2
23002372, Break, 1, 1, 1
23002383, Repair, -, 0, 2
23002532, Break, 2, 1, 1
23002552, Repair, -, 0, 2
23006235, Break, 2, 1, 1
23006254, Repair, -, 0, 2
23006822, Break, 0, 1, 1
23006842, Repair, -, 0, 2
23008256, Break, 1, 1, 1
23008268, Repair, -, 0, 2
23010207, Break, 2, 1, 1
23010226, Repair, -, 0, 2
23012779, Break, 1, 1, 1
23012794, Repair, -, 0, 2
23013659, Break, 0, 1, 1
23013674, Repair, -, 0, 2
23023182, Break, 1, 1, 1
23023199, Repair, -, 0, 2
23025506, Break, 2, 1, 1
23025518, Repair, -, 0, 2
23025905, Break, 1, 1, 1
23025924, Repair, -, 0, 2
23027961, Break, 1, 1, 1
23027976, Repair, -, 0, 2
23028691, Break, 2, 1, 1
23028706, Repair, -, 0, 2
23029182, Break, 0, 1, 1
23029193, Repair, -, 0, 2
23030228, Break, 2, 1, 1
23030246, Repair, -, 0, 2
23030727, Break, 1, 1, 1
23030742, Repair, -, 0, 2
23032200, Break, 0, 1, 1
23032211, Repair, -, 0, 2
23032756, Break, 0, 1, 1
23032772, Repair, -, 0, 2
23033066, Break, 2, 1, 1
23033079, Repair, -, 0, 2
23034701, Break, 1, 1, 1
23034717, Repair, -, 0, 2
23037527, Break, 0, 1, 1
23037539, Repair, -, 0, 2
23037993, Break, 1, 1, 1
23038013, Repair, -, 0, 2
23039532, Break, 0, 1, 1
23039547, Repair, -, 0, 2
23039652, Break, 2, 1, 1
23039663, Repair, -, 0, 2
23042066, Break, 2, 1, 1
23042081, Repair, -, 0, 2
23042158, Break, 0, 1, 1
23042175, Repair, -, 0, 2
23046223, Break, 1, 1, 1
23046236, Repair, -, 0, 2
23054581, Break, 0, 1, 1
23054598, Repair, -, 0, 2
23055051, Break, 0, 1, 1
23055069, Repair, -, 0, 2
23060268, Break, 2, 1, 1
23060280, Repair, -, 0, 2
23061197, Break, 2, 1, 1
23061212, Repair, -, 0, 2
23062161, Break, 1, 1, 1
23062178, Repair, -, 0, 2
23065381, Break, 2, 1, 1
23065399, Repair, -, 0, 2
23065903, Break, 1, 1, 1
23065918, Repair, -, 0, 2
23069973, Break, 0, 1, 1
23069985, Repair, -, 0, 2
23070278, Break, 2, 1, 1
23070297, Repair, -, 0, 2
23070550, Break, 0, 1, 1
23070562, Repair, -, 0, 2
23074823, Break, 1, 1, 1
23074840, Repair, -, 0, 2
23076989, Break, 2, 1, 1
23077003, Repair, -, 0, 2
23078913, Break, 1, 1, 1
23078929, Repair, -, 0, 2
23080910, Break, 1, 1, 1
23080928, Repair, -, 0, 2
23080973, Break, 2, 1, 1
23080993, Repair, -, 0, 2
23081509, Break, 0, 1, 1
23081523, Repair, -, 0, 2
23083993, Break, 2, 1, 1
23084013, Repair, -, 0, 2
23085583, Break, 2, 1, 1
23085598, Repair, -, 0, 2
23086242, Break, 2, 1, 1
23086260, Repair, -, 0, 2
23089620, Break, 2, 1, 1
23089640, Repair, -, 0, 2
23090206, Break, 0, 1, 1
23090217, Repair, -, 0, 2
23090328, Break, 0, 1, 1
23090342, Repair, -, 0, 2
23090424, Break, 1, 1, 1
23090438, Repair, -, 0, 2
23092230, Break, 2, 1, 1
23092243, Repair, -, 0, 2
23095101, Break, 0, 1, 1
23095114, Repair, -, 0, 2
23095312, Break, 1, 1, 1
23095328, Repair, -, 0, 2
23096910, Break, 2, 1, 1
23096922, Repair, -, 0, 2
23099059, Break, 1, 1, 1
23099075, Repair, -, 0, 2
23099749, Break, 0, 1, 1
23099764, Repair, -, 0, 2
23100023, Break, 0, 1, 1
23100042, Repair, -, 0, 2
23100488, Break, 1, 1, 1
23100502, Repair, -, 0, 2
23101979, Break, 2, 1, 1
23101992, Repair, -, 0, 2
23103172, Break, 0, 1, 1
23103192, Repair, -, 0, 2
23105404, Break, 1, 1, 1
23105422, Repair, -, 0, 2
23106977, Break, 0, 1, 1
23106996, Repair, -, 0, 2
23107742, Break, 2, 1, 1
23107753, Repair, -, 0, 2
23108850, Break, 2, 1, 1
23108862, Repair, -, 0, 2
23109678, Break, 2, 1, 1
23109698, Repair, -, 0, 2
23109958, Break, 2, 1, 1
23109971, Repair, -, 0, 2
23110885, Break, 1, 1, 1
23110901, Repair, -, 0, 2
23112853, Break, 0, 1, 1
23112867, Repair, -, 0, 2
23115708, Break, 0, 1, 1
23115720, Repair, -, 0, 2
23119712, Break, 1, 1, 1
23119723, Repair, -, 0, 2
23121217, Break, 2, 1, 1
23121234, Repair, -, 0, 2
23121838, Break, 1, 1, 1
23121855, Repair, -, 0, 2
23124795, Break, 0, 1, 1
23124814, Repair, -, 0, 2
23128081, Break, 2, 1, 1
23128092, Repair, -, 0, 2
23129890, Break, 2, 1, 1
23129910, Repair, -, 0, 2
23131947, Break, 0, 1, 1
23131959, Repair, -, 0, 2
23132799, Break, 0, 1, 1
23132815, Repair, -, 0, 2
23135949, Break, 0, 1, 1
23135963, Repair, -, 0, 2
23138872, Break, 1, 1, 1
23138888, Repair, -, 0, 2
23139018, Break, 0, 1, 1
23139035, Repair, -, 0, 2
23139745, Break, 0, 1, 1
23139763, Repair, -, 0, 2
23140093, Break, 1, 1, 1
23140109, Repair, -, 0, 2
23140871, Break, 0, 1, 1
23140883, Repair, -, 0, 2
23140901, Break, 1, 1, 1
23140913, Repair, -, 0, 2
23144759, Break, 0, 1, 1
23144770, Repair, -, 0, 2
23145426, Break, 2, 1, 1
23145442, Repair, -, 0, 2
23146280, Break, 1, 1, 1
23146299, Repair, -, 0, 2
23146682, Break, 1, 1, 1
23146699, Repair, -, 0, 2
23146757, Break, 0, 1, 1
23146770, Repair, -, 0, 2
23148379, Break, 0, 1, 1
23148397, Repair, -, 0, 2
23150615, Break, 2, 1, 1
23150632, Repair, -, 0, 2
23150944, Break, 2, 1, 1
23150955, Repair, -, 0, 2
23151182, Break, 0, 1, 1
23151198, Repair, -, 0, 2
23151631, Break, 1, 1, 1
23151649, Repair, -, 0, 2
23158386, Break, 0, 1, 1
23158403, Repair, -, 0, 2
23162230, Break, 1, 1, 1
23162244, Repair, -, 0, 2
23163908, Break, 1, 1, 1
23163922, Repair, -, 0, 2
23163987, Break, 0, 1, 1
23164007, Repair, -, 0, 2
23164744, Break, 1, 1, 1
23164760, Repair, -, 0, 2
23165002, Break, 0, 1, 1
23165013, Repair, -, 0, 2
23165487, Break, 1, 1, 1
23165506, Repair, -, 0, 2
23166395, Break, 0, 1, 1
23166398, Break, 0, 2, 0
23166409, Repair, -, 1, 1
23166428, Repair, -, 0, 2
23168146, Break, 2, 1, 1
23168159, Repair, -, 0, 2
23168237, Break, 1, 1, 1
23168248, Repair, -, 0, 2
23169748, Break, 1, 1, 1
23169765, Repair, -, 0, 2
23170708, Break, 1, 1, 1
23170720, Repair, -, 0, 2
23173861, Break, 1, 1, 1
23173875, Repair, -, 0, 2
23174908, Break, 1, 1, 1
23174921, Repair, -, 0, 2
23178925, Break, 1, 1, 1
23178939, Repair, -, 0, 2
23179848, Break, 0, 1, 1
23179865, Repair, -, 0, 2
23181441, Break, 0, 1, 1
23181452, Repair, -, 0, 2
23183165, Break, 1, 1, 1
23183180, Repair, -, 0, 2
23187500, Break, 2, 1, 1
23187511, Repair, -, 0, 2
23188968, Break, 2, 1, 1
23188984, Repair, -, 0, 2
23189320, Break, 1, 1, 1
23189334, Repair, -, 0, 2
23189974, Break, 0, 1, 1
23189986, Repair, -, 0, 2
23190117, Break, 2, 1, 1
23190129, Repair, -, 0, 2
23190375, Break, 0, 1, 1
23190395, Repair, -, 0, 2
23191687, Break, 0, 1, 1
23191701, Repair, -, 0, 2
23192788, Break, 2, 1, 1
23192803, Repair, -, 0, 2
23193390, Break, 0, 1, 1
23193403, Repair, -, 0, 2
23195187, Break, 2, 1, 1
23195201, Repair, -, 0, 2
23195751, Break, 2, 1, 1
23195769, Repair, -, 0, 2
23196372, Break, 2, 1, 1
23196388, Repair, -, 0, 2
23196866, Break, 2, 1, 1
23196886, Repair, -, 0, 2
23197785, Break, 1, 1, 1
23197803, Repair, -, 0, 2
23198847, Break, 2, 1, 1
23198866, Repair, -, 0, 2
23198909, Break, 2, 1, 1
23198928, Repair, -, 0, 2
23199164, Break, 0, 1, 1
23199184, Repair, -, 0, 2
23199440, Break, 2, 1, 1
23199453, Repair, -, 0, 2
23199730, Break, 0, 1, 1
23199744, Repair, -, 0, 2
23200110, Break, 0, 1, 1
23200121, Repair, -, 0, 2
23200534, Break, 0, 1, 1
23200552, Repair, -, 0, 2
23201278, Break, 1, 1, 1
23201298, Repair, -, 0, 2
23201345, Break, 1, 1, 1
23201356, Repair, -, 0, 2
23201702, Break, 0, 1, 1
23201722, Repair, -, 0, 2
23204107, Break, 2, 1, 1
23204125, Repair, -, 0, 2
23206659, Break, 0, 1, 1
23206670, Repair, -, 0, 2
23207859, Break, 1, 1, 1
23207873, Repair, -, 0, 2
23209740, Break, 1, 1, 1
23209759, Repair, -, 0, 2
23212400, Break, 0, 1, 1
23212411, Repair, -, 0, 2
23213376, Break, 2, 1, 1
23213390, Repair, -, 0, 2
23214339, Break, 0, 1, 1
23214354, Repair, -, 0, 2
23214817, Break, 2, 1, 1
23214833, Repair, -, 0, 2
23219841, Break, 0, 1, 1
23219854, Repair, -, 0, 2
23223181, Break, 1, 1, 1
23223199, Repair, -, 0, 2
23225418, Break, 1, 1, 1
23225436, Repair, -, 0, 2
23226973, Break, 1, 1, 1
23226985, Repair, -, 0, 2
23227282, Break, 0, 1, 1
23227298, Repair, -, 0, 2
23230384, Break, 0, 1, 1
23230404, Repair, -, 0, 2
23234436, Break, 1, 1, 1
23234456, Repair, -, 0, 2
23235059, Break, 2, 1, 1
23235072, Repair, -, 0, 2
23240461, Break, 1, 1, 1
23240473, Repair, -, 0, 2
23241290, Break, 1, 1, 1
23241308, Repair, -, 0, 2
23243196, Break, 0, 1, 1
23243211, Repair, -, 0, 2
23243685, Break, 2, 1, 1
23243697, Repair, -, 0, 2
23244116, Break, 1, 1, 1
23244127, Repair, -, 0, 2
23245848, Break, 0, 1, 1
23245863, Repair, -, 0, 2
23249457, Break, 0, 1, 1
23249469, Repair, -, 0, 2
23253035, Break, 2, 1, 1
23253051, Repair, -, 0, 2
23254055, Break, 1, 1, 1
23254071, Repair, -, 0, 2
23257011, Break, 2, 1, 1
23257022, Repair, -, 0, 2
23257497, Break, 1, 1, 1
23257516, Repair, -, 0, 2
23261015, Break, 1, 1, 1
23261035, Repair, -, 0, 2
23261930, Break, 0, 1, 1
23261946, Repair, -, 0, 2
23261954, Break, 1, 1, 1
23261971, Repair, -, 0, 2
23264481, Break, 2, 1, 1
23264494, Repair, -, 0, 2
23269900, Break, 2, 1, 1
23269918, Repair, -, 0, 2
23272952, Break, 0, 1, 1
23272970, Repair, -, 0, 2
23273090, Break, 2, 1, 1
23273110, Repair, -, 0, 2
23273445, Break, 2, 1, 1
23273457, Repair, -, 0, 2
23274759, Break, 1, 1, 1
23274779, Repair, -, 0, 2
23274936, Break, 0, 1, 1
23274950, Repair, -, 0, 2
23275512, Break, 1, 1, 1
23275527, Repair, -, 0, 2
23277395, Break, 0, 1, 1
23277413, Repair, -, 0, 2
23277580, Break, 2, 1, 1
23277592, Repair, -, 0, 2
23278293, Break, 1, 1, 1
23278312, Repair, -, 0, 2
23279024, Break, 0, 1, 1
23279043, Repair, -, 0, 2
23280134, Break, 1, 1, 1
23280149, Repair, -, 0, 2
23282424, Break, 2, 1, 1
23282437, Repair, -, 0, 2
23283931, Break, 2, 1, 1
23283951, Repair, -, 0, 2
23284114, Break, 2, 1, 1
23284125, Repair, -, 0, 2
23286166, Break, 1, 1, 1
23286179, Repair, -, 0, 2
23286258, Break, 1, 1, 1
23286269, Repair, -, 0, 2
23287372, Break, 2, 1, 1
23287383, Repair, -, 0, 2
23287794, Break, 1, 1, 1
23287806, Repair, -, 0, 2
23290311, Break, 1, 1, 1
23290324, Repair, -, 0, 2
23294074, Break, 2, 1, 1
23294090, Repair, -, 0, 2
23294117, Break, 1, 1, 1
23294128, Repair, -, 0, 2
23294419, Break, 2, 1, 1
23294439, Repair, -, 0, 2
23294447, Break, 2, 1, 1
23294464, Repair, -, 0, 2
23294558, Break, 1, 1, 1
23294572, Repair, -, 0, 2
23295158, Break, 2, 1, 1
23295169, Repair, -, 0, 2
23295204, Break, 2, 1, 1
23295219, Repair, -, 0, 2
23297992, Break, 1, 1, 1
23298007, Repair, -, 0, 2
23302032, Break, 0, 1, 1
23302044, Repair, -, 0, 2
23302417, Break, 2, 1, 1
23302430, Repair, -, 0, 2
23302843, Break, 1, 1, 1
23302854, Repair, -, 0, 2
23305363, Break, 1, 1, 1
23305382, Repair, -, 0, 2
23306506, Break, 0, 1, 1
23306520, Repair, -, 0, 2
23306717, Break, 1, 1, 1
23306733, Repair, -, 0, 2
23306776, Break, 1, 1, 1
23306792, Repair, -, 0, 2
23307115, Break, 0, 1, 1
23307133, Repair, -, 0, 2
23308277, Break, 0, 1, 1
23308293, Repair, -, 0, 2
23308306, Break, 0, 1, 1
23308322, Repair, -, 0, 2
23308547, Break, 0, 1, 1
23308564, Repair, -, 0, 2
23309142, Break, 0, 1, 1
23309153, Repair, -, 0, 2
23311009, Break, 2, 1, 1
23311024, Repair, -, 0, 2
23312154, Break, 2, 1, 1
23312168, Repair, -, 0, 2
23313622, Break, 0, 1, 1
23313636, Repair, -, 0, 2
23314951, Break, 0, 1, 1
23314967, Repair, -, 0, 2
23316096, Break, 1, 1, 1
23316109, Repair, -, 0, 2
23316131, Break, 0, 1, 1
23316146, Repair, -, 0, 2
23316320, Break, 0, 1, 1
23316335, Repair, -, 0, 2
23316687, Break, 1, 1, 1
23316704, Repair, -, 0, 2
23317191, Break, 1, 1, 1
23317211, Repair, -, 0, 2
23317794, Break, 1, 1, 1
23317809, Repair, -, 0, 2
23318072, Break, 0, 1, 1
23318087, Repair, -, 0, 2
23319047, Break, 0, 1, 1
23319067, Repair, -, 0, 2
23321080, Break, 2, 1, 1
23321094, Repair, -, 0, 2
23321282, Break, 0, 1, 1
23321293, Repair, -, 0, 2
23327508, Break, 2, 1, 1
23327512, Break, 2, 2, 0
23327521, Repair, -, 1, 1
23327533, Repair, -, 0, 2
23329144, Break, 0, 1, 1
23329160, Repair, -, 0, 2
23330812, Break, 2, 1, 1
23330825, Repair, -, 0, 2
23330995, Break, 2, 1, 1
23331008, Repair, -, 0, 2
23331324, Break, 2, 1, 1
23331343, Repair, -, 0, 2
23334182, Break, 2, 1, 1
23334202, Repair, -, 0, 2
23335135, Break, 1, 1, 1
23335150, Repair, -, 0, 2
23338899, Break, 0, 1, 1
23338915, Repair, -, 0, 2
23340406, Break, 0, 1, 1
23340422, Repair, -, 0, 2
23341141, Break, 2, 1, 1
23341155, Repair, -, 0, 2
23341479, Break, 0, 1, 1
23341499, Repair, -, 0, 2
23342005, Break, 1, 1, 1
23342016, Repair, -, 0, 2
23343243, Break, 2, 1, 1
23343261, Repair, -, 0, 2
23343721, Break, 1, 1, 1
23343732, Repair, -, 0, 2
23344300, Break, 0, 1, 1
23344313, Repair, -, 0, 2
23346188, Break, 1, 1, 1
23346200, Repair, -, 0, 2
23347377, Break, 0, 1, 1
23347395, Repair, -, 0, 2
23353729, Break, 0, 1, 1
23353749, Repair, -, 0, 2
23354947, Break, 1, 1, 1
23354963, Repair, -, 0, 2
23355793, Break, 1, 1, 1
23355810, Repair, -, 0, 2
23357457, Break, 0, 1, 1
23357476, Repair, -, 0, 2
23358516, Break, 2, 1, 1
23358528, Repair, -, 0, 2
23359113, Break, 2, 1, 1
23359131, Repair, -, 0, 2
23359773, Break, 1, 1, 1
23359784, Repair, -, 0, 2
23360103, Break, 0, 1, 1
23360123, Repair, -, 0, 2
23364583, Break, 1, 1, 1
23364596, Repair, -, 0, 2
23364925, Break, 0, 1, 1
23364940, Repair, -, 0, 2
23369518, Break, 2, 1, 1
23369533, Repair, -, 0, 2
23370466, Break, 0, 1, 1
23370483, Repair, -, 0, 2
23370869, Break, 1, 1, 1
23370885, Repair, -, 0, 2
23372487, Break, 2, 1, 1
23372500, Repair, -, 0, 2
23372734, Break, 0, 1, 1
23372745, Repair, -, 0, 2
23373082, Break, 2, 1, 1
23373093, Repair, -, 0, 2
23373814, Break, 0, 1, 1
23373829, Repair, -, 0, 2
23375729, Break, 1, 1, 1
23375748, Repair, -, 0, 2
23377243, Break, 2, 1, 1
23377257, Repair, -, 0, 2
23377565, Break, 1, 1, 1
23377579, Repair, -, 0, 2
23378390, Break, 2, 1, 1
23378405, Repair, -, 0, 2
23380580, Break, 0, 1, 1
23380591, Repair, -, 0, 2
23381847, Break, 1, 1, 1
23381867, Repair, -, 0, 2
23382218, Break, 1, 1, 1
23382234, Repair, -, 0, 2
23382682, Break, 2, 1, 1
23382688, Break, 1, 2, 0
23382700, Repair, -, 1, 1
23382719, Repair, -, 0, 2
23382899, Break, 1, 1, 1
23382916, Repair, -, 0, 2
23386268, Break, 2, 1, 1
23386287, Repair, -, 0, 2
23386806, Break, 1, 1, 1
23386821, Repair, -, 0, 2
23388004, Break, 0, 1, 1
23388019, Repair, -, 0, 2
23388577, Break, 2, 1, 1
23388593, Repair, -, 0, 2
23389960, Break, 0, 1, 1
23389974, Repair, -, 0, 2
23390847, Break, 2, 1, 1
23390864, Repair, -, 0, 2
23391127, Break, 0, 1, 1
23391143, Repair, -, 0, 2
23391846, Break, 1, 1, 1
23391857, Repair, -, 0, 2
23392993, Break, 0, 1, 1
23393010, Repair, -, 0, 2
23393019, Break, 0, 1, 1
23393033, Repair, -, 0, 2
23393383, Break, 2, 1, 1
23393399, Repair, -, 0, 2
23394096, Break, 1, 1, 1
23394112, Repair, -, 0, 2
23395639, Break, 1, 1, 1
23395653, Repair, -, 0, 2
23397698, Break, 0, 1, 1
23397710, Repair, -, 0, 2
23398462, Break, 2, 1, 1
23398476, Repair, -, 0, 2
23404839, Break, 2, 1, 1
23404850, Repair, -, 0, 2
23405879, Break, 0, 1, 1
23405895, Repair, -, 0, 2
23406519, Break, 1, 1, 1
23406538, Repair, -, 0, 2
23409238, Break, 2, 1, 1
23409254, Repair, -, 0, 2
23409946, Break, 0, 1, 1
23409959, Repair, -, 0, 2
23412759, Break, 0, 1, 1
23412779, Repair, -, 0, 2
23414128, Break, 1, 1, 1
23414144, Repair, -, 0, 2
23414743, Break, 0, 1, 1
23414759, Repair, -, 0, 2
23415561, Break, 1, 1, 1
23415576, Repair, -, 0, 2
23419415, Break, 2, 1, 1
23419434, Repair, -, 0, 2
23422349, Break, 2, 1, 1
23422365, Repair, -, 0, 2
23426043, Break, 1, 1, 1
23426056, Repair, -, 0, 2
23428147, Break, 2, 1, 1
23428167, Repair, -, 0, 2
23428171, Break, 2, 1, 1
23428185, Repair, -, 0, 2
23430912, Break, 0, 1, 1
23430926, Repair, -, 0, 2
23432897, Break, 2, 1, 1
23432910, Repair, -, 0, 2
23432921, Break, 2, 1, 1
23432935, Repair, -, 0, 2
23435005, Break, 2, 1, 1
23435022, Repair, -, 0, 2
23437844, Break, 0, 1, 1
23437863, Repair, -, 0, 2
23439794, Break, 1, 1, 1
23439814, Repair, -, 0, 2
23440330, Break, 0, 1, 1
23440344, Repair, -, 0, 2
23440427, Break, 1, 1, 1
23440443, Repair, -, 0, 2
23441593, Break, 1, 1, 1
23441613, Repair, -, 0, 2
23441785, Break, 0, 1, 1
23441798, Repair, -, 0, 2
23442205, Break, 0, 1, 1
23442218, Repair, -, 0, 2
23442763, Break, 1, 1, 1
23442778, Repair, -, 0, 2
23446593, Break, 1, 1, 1
23446611, Repair, -, 0, 2
23447219, Break, 2, 1, 1
23447230, Repair, -, 0, 2
23447711, Break, 0, 1, 1
23447725, Repair, -, 0, 2
23452924, Break, 2, 1, 1
23452943, Repair, -, 0, 2
23453474, Break, 0, 1, 1
23453486, Repair, -, 0, 2
23455524, Break, 1, 1, 1
23455537, Repair, -, 0, 2
23458153, Break, 0, 1, 1
23458168, Repair, -, 0, 2
23461577, Break, 2, 1, 1
23461594, Repair, -, 0, 2
23463181, Break, 2, 1, 1
23463198, Repair, -, 0, 2
23463227, Break, 1, 1, 1
23463238, Repair, -, 0, 2
23466203, Break, 2, 1, 1
23466217, Repair, -, 0, 2
23466881, Break, 2, 1, 1
23466896, Repair, -, 0, 2
23468464, Break, 1, 1, 1
23468482, Repair, -, 0, 2
23468664, Break, 1, 1, 1
23468676, Repair, -, 0, 2
23470516, Break, 2, 1, 1
23470534, Repair, -, 0, 2
23470547, Break, 2, 1, 1
23470562, Repair, -, 0, 2
23471088, Break, 0, 1, 1
23471102, Repair, -, 0, 2
23471360, Break, 1, 1, 1
23471374, Repair, -, 0, 2
23475341, Break, 1, 1, 1
23475355, Repair, -, 0, 2
23478051, Break, 1, 1, 1
23478064, Repair, -, 0, 2
23478864, Break, 1, 1, 1
23478880, Repair, -, 0, 2
23479167, Break, 0, 1, 1
23479179, Repair, -, 0, 2
23479420, Break, 0, 1, 1
23479440, Repair, -, 0, 2
23479806, Break, 1, 1, 1
23479818, Repair, -, 0, 2
23483575, Break, 1, 1, 1
23483592, Repair, -, 0, 2
23483839, Break, 1, 1, 1
23483850, Repair, -, 0, 2
23484483, Break, 0, 1, 1
23484494, Repair, -, 0, 2
23484945, Break, 1, 1, 1
23484958, Repair, -, 0, 2
23485385, Break, 0, 1, 1
23485398, Repair, -, 0, 2
23485537, Break, 1, 1, 1
23485557, Repair, -, 0, 2
23485634, Break, 0, 1, 1
23485653, Repair, -, 0, 2
23487475, Break, 2, 1, 1
23487495, Repair, -, 0, 2
23488874, Break, 1, 1, 1
23488889, Repair, -, 0, 2
23488957, Break, 2, 1, 1
23488973, Repair, -, 0, 2
23489205, Break, 0, 1, 1
23489219, Repair, -, 0, 2
23489940, Break, 0, 1, 1
23489951, Repair, -, 0, 2
23490085, Break, 1, 1, 1
23490103, Repair, -, 0, 2
23490376, Break, 2, 1, 1
23490393, Repair, -, 0, 2
23490470, Break, 1, 1, 1
23490482, Repair, -, 0, 2
23493430, Break, 2, 1, 1
23493444, Repair, -, 0, 2
23493778, Break, 1, 1, 1
23493789, Repair, -, 0, 2
23495470, Break, 2, 1, 1
23495481, Repair, -, 0, 2
23496057, Break, 2, 1, 1
23496068, Repair, -, 0, 2
23498235, Break, 2, 1, 1
23498253, Repair, -, 0, 2
23498848, Break, 1, 1, 1
23498859, Repair, -, 0, 2
23499520, Break, 1, 1, 1
23499535, Repair, -, 0, 2
23502729, Break, 2, 1, 1
23502747, Repair, -, 0, 2
23502836, Break, 1, 1, 1
23502848, Repair, -, 0, 2
23503608, Break, 2, 1, 1
23503628, Repair, -, 0, 2
23503634, Break, 1, 1, 1
23503645, Repair, -, 0, 2
23506903, Break, 1, 1, 1
23506921, Repair, -, 0, 2
23507322, Break, 1, 1, 1
23507333, Repair, -, 0, 2
23510806, Break, 1, 1, 1
23510821, Repair, -, 0, 2
23518427, Break, 0, 1, 1
23518444, Repair, -, 0, 2
23518771, Break, 1, 1, 1
23518782, Repair, -, 0, 2
23520964, Break, 1, 1, 1
23520978, Repair, -, 0, 2
23521100, Break, 1, 1, 1
23521118, Repair, -, 0, 2
23522604, Break, 2, 1, 1
23522617, Repair, -, 0, 2
23522920, Break, 2, 1, 1
23522940, Repair, -, 0, 2
23524406, Break, 1, 1, 1
23524425, Repair, -, 0, 2
23525636, Break, 2, 1, 1
23525653, Repair, -, 0, 2
23526716, Break, 2, 1, 1
23526734, Repair, -, 0, 2
23528226, Break, 2, 1, 1
23528241, Repair, -, 0, 2
23532017, Break, 1, 1, 1
23532028, Repair, -, 0, 2
23532507, Break, 0, 1, 1
23532522, Repair, -, 0, 2
23532994, Break, 1, 1, 1
23533012, Repair, -, 0, 2
23535203, Break, 2, 1, 1
23535216, Repair, -, 0, 2
23542050, Break, 2, 1, 1
23542061, Repair, -, 0, 2
23543026, Break, 1, 1, 1
23543044, Repair, -, 0, 2
23544131, Break, 0, 1, 1
23544147, Repair, -, 0, 2
23549172, Break, 0, 1, 1
23549183, Repair, -, 0, 2
23552460, Break, 2, 1, 1
23552471, Repair, -, 0, 2
